Kommun,Civilstånd,Ålder,Kön,År,Antal
1280 Malmö,änkor/änklingar,12,Män,1995,0
1280 Malmö,änkor/änklingar,12,Män,1996,0
1280 Malmö,änkor/änklingar,12,Män,1997,0
1280 Malmö,änkor/änklingar,12,Män,1998,0
1280 Malmö,änkor/änklingar,12,Män,1999,0
1280 Malmö,änkor/änklingar,12,Män,2000,0
1280 Malmö,änkor/änklingar,12,Män,2001,0
1280 Malmö,änkor/änklingar,12,Män,2002,0
1280 Malmö,änkor/änklingar,12,Män,2003,0
1280 Malmö,änkor/änklingar,12,Män,2004,0
1280 Malmö,änkor/änklingar,12,Män,2005,0
1280 Malmö,änkor/änklingar,12,Män,2006,0
1280 Malmö,änkor/änklingar,12,Män,2007,0
1280 Malmö,änkor/änklingar,12,Män,2008,0
1280 Malmö,änkor/änklingar,12,Män,2009,0
1280 Malmö,änkor/änklingar,12,Män,2010,0
1280 Malmö,änkor/änklingar,12,Män,2011,0
1280 Malmö,änkor/änklingar,12,Män,2012,0
1280 Malmö,änkor/änklingar,12,Män,2013,0
1280 Malmö,änkor/änklingar,12,Män,2014,0
1280 Malmö,änkor/änklingar,12,Män,2015,0
1280 Malmö,änkor/änklingar,12,Män,2016,0
1280 Malmö,änkor/änklingar,12,Män,2017,0
1280 Malmö,änkor/änklingar,12,Män,2018,0
1280 Malmö,änkor/änklingar,12,Män,2019,0
1280 Malmö,änkor/änklingar,12,Män,2020,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1968,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1969,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1970,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1971,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1972,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1973,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1974,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1975,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1976,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1977,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1978,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1979,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1980,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1981,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1982,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1983,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1984,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1985,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1986,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1987,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1988,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1989,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1990,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1991,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1992,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1993,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1994,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1995,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1996,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1997,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1998,0
1280 Malmö,änkor/änklingar,12,Kvinnor,1999,0
1280 Malmö,änkor/änklingar,12,Kvinnor,2000,0
1280 Malmö,änkor/änklingar,12,Kvinnor,2001,0
1280 Malmö,änkor/änklingar,12,Kvinnor,2002,0
1280 Malmö,änkor/änklingar,12,Kvinnor,2003,0
1280 Malmö,änkor/änklingar,12,Kvinnor,2004,0
1280 Malmö,änkor/änklingar,12,Kvinnor,2005,0
1280 Malmö,änkor/änklingar,12,Kvinnor,2006,0
1280 Malmö,änkor/änklingar,12,Kvinnor,2007,0
1280 Malmö,änkor/änklingar,12,Kvinnor,2008,0
1280 Malmö,änkor/änklingar,12,Kvinnor,2009,0
1280 Malmö,änkor/änklingar,12,Kvinnor,2010,0
1280 Malmö,änkor/änklingar,12,Kvinnor,2011,0
1280 Malmö,änkor/änklingar,12,Kvinnor,2012,0
1280 Malmö,änkor/änklingar,12,Kvinnor,2013,0
1280 Malmö,änkor/änklingar,12,Kvinnor,2014,0
1280 Malmö,änkor/änklingar,12,Kvinnor,2015,0
1280 Malmö,änkor/änklingar,12,Kvinnor,2016,0
1280 Malmö,änkor/änklingar,12,Kvinnor,2017,0
1280 Malmö,änkor/änklingar,12,Kvinnor,2018,0
1280 Malmö,änkor/änklingar,12,Kvinnor,2019,0
1280 Malmö,änkor/änklingar,12,Kvinnor,2020,0
1280 Malmö,änkor/änklingar,13,Män,1968,0
1280 Malmö,änkor/änklingar,13,Män,1969,0
1280 Malmö,änkor/änklingar,13,Män,1970,0
1280 Malmö,änkor/änklingar,13,Män,1971,0
1280 Malmö,änkor/änklingar,13,Män,1972,0
1280 Malmö,änkor/änklingar,13,Män,1973,0
1280 Malmö,änkor/änklingar,13,Män,1974,0
1280 Malmö,änkor/änklingar,13,Män,1975,0
1280 Malmö,änkor/änklingar,13,Män,1976,0
1280 Malmö,änkor/änklingar,13,Män,1977,0
1280 Malmö,änkor/änklingar,13,Män,1978,0
1280 Malmö,änkor/änklingar,13,Män,1979,0
1280 Malmö,änkor/änklingar,13,Män,1980,0
1280 Malmö,änkor/änklingar,13,Män,1981,0
1280 Malmö,änkor/änklingar,13,Män,1982,0
1280 Malmö,änkor/änklingar,13,Män,1983,0
1280 Malmö,änkor/änklingar,13,Män,1984,0
1280 Malmö,änkor/änklingar,13,Män,1985,0
1280 Malmö,änkor/änklingar,13,Män,1986,0
1280 Malmö,änkor/änklingar,13,Män,1987,0
1280 Malmö,änkor/änklingar,13,Män,1988,0
1280 Malmö,änkor/änklingar,13,Män,1989,0
1280 Malmö,änkor/änklingar,13,Män,1990,0
1280 Malmö,änkor/änklingar,13,Män,1991,0
1280 Malmö,änkor/änklingar,13,Män,1992,0
1280 Malmö,änkor/änklingar,13,Män,1993,0
1280 Malmö,änkor/änklingar,13,Män,1994,0
1280 Malmö,änkor/änklingar,13,Män,1995,0
1280 Malmö,änkor/änklingar,13,Män,1996,0
1280 Malmö,änkor/änklingar,13,Män,1997,0
1280 Malmö,änkor/änklingar,13,Män,1998,0
1280 Malmö,änkor/änklingar,13,Män,1999,0
1280 Malmö,änkor/änklingar,13,Män,2000,0
1280 Malmö,änkor/änklingar,13,Män,2001,0
1280 Malmö,änkor/änklingar,13,Män,2002,0
1280 Malmö,änkor/änklingar,13,Män,2003,0
1280 Malmö,änkor/änklingar,13,Män,2004,0
1280 Malmö,änkor/änklingar,13,Män,2005,0
1280 Malmö,änkor/änklingar,13,Män,2006,0
1280 Malmö,änkor/änklingar,13,Män,2007,0
1280 Malmö,änkor/änklingar,13,Män,2008,0
1280 Malmö,änkor/änklingar,13,Män,2009,0
1280 Malmö,änkor/änklingar,13,Män,2010,0
1280 Malmö,änkor/änklingar,13,Män,2011,0
1280 Malmö,änkor/änklingar,13,Män,2012,0
1280 Malmö,änkor/änklingar,13,Män,2013,0
1280 Malmö,änkor/änklingar,13,Män,2014,0
1280 Malmö,änkor/änklingar,13,Män,2015,0
1280 Malmö,änkor/änklingar,13,Män,2016,0
1280 Malmö,änkor/änklingar,13,Män,2017,0
1280 Malmö,änkor/änklingar,13,Män,2018,0
1280 Malmö,änkor/änklingar,13,Män,2019,0
1280 Malmö,änkor/änklingar,13,Män,2020,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1968,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1969,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1970,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1971,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1972,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1973,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1974,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1975,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1976,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1977,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1978,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1979,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1980,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1981,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1982,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1983,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1984,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1985,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1986,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1987,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1988,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1989,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1990,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1991,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1992,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1993,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1994,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1995,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1996,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1997,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1998,0
1280 Malmö,änkor/änklingar,13,Kvinnor,1999,0
1280 Malmö,änkor/änklingar,13,Kvinnor,2000,0
1280 Malmö,änkor/änklingar,13,Kvinnor,2001,0
1280 Malmö,änkor/änklingar,13,Kvinnor,2002,0
1280 Malmö,änkor/änklingar,13,Kvinnor,2003,0
1280 Malmö,änkor/änklingar,13,Kvinnor,2004,0
1280 Malmö,änkor/änklingar,13,Kvinnor,2005,0
1280 Malmö,änkor/änklingar,13,Kvinnor,2006,0
1280 Malmö,änkor/änklingar,13,Kvinnor,2007,0
1280 Malmö,änkor/änklingar,13,Kvinnor,2008,0
1280 Malmö,änkor/änklingar,13,Kvinnor,2009,0
1280 Malmö,änkor/änklingar,13,Kvinnor,2010,0
1280 Malmö,änkor/änklingar,13,Kvinnor,2011,0
1280 Malmö,änkor/änklingar,13,Kvinnor,2012,0
1280 Malmö,änkor/änklingar,13,Kvinnor,2013,0
1280 Malmö,änkor/änklingar,13,Kvinnor,2014,0
1280 Malmö,änkor/änklingar,13,Kvinnor,2015,0
1280 Malmö,änkor/änklingar,13,Kvinnor,2016,0
1280 Malmö,änkor/änklingar,13,Kvinnor,2017,0
1280 Malmö,änkor/änklingar,13,Kvinnor,2018,0
1280 Malmö,änkor/änklingar,13,Kvinnor,2019,0
1280 Malmö,änkor/änklingar,13,Kvinnor,2020,0
1280 Malmö,änkor/änklingar,14,Män,1968,0
1280 Malmö,änkor/änklingar,14,Män,1969,0
1280 Malmö,änkor/änklingar,14,Män,1970,0
1280 Malmö,änkor/änklingar,14,Män,1971,0
1280 Malmö,änkor/änklingar,14,Män,1972,0
1280 Malmö,änkor/änklingar,14,Män,1973,0
1280 Malmö,änkor/änklingar,14,Män,1974,0
1280 Malmö,änkor/änklingar,14,Män,1975,0
1280 Malmö,änkor/änklingar,14,Män,1976,0
1280 Malmö,änkor/änklingar,14,Män,1977,0
1280 Malmö,änkor/änklingar,14,Män,1978,0
1280 Malmö,änkor/änklingar,14,Män,1979,0
1280 Malmö,änkor/änklingar,14,Män,1980,0
1280 Malmö,änkor/änklingar,14,Män,1981,0
1280 Malmö,änkor/änklingar,14,Män,1982,0
1280 Malmö,änkor/änklingar,14,Män,1983,0
1280 Malmö,änkor/änklingar,14,Män,1984,0
1280 Malmö,änkor/änklingar,14,Män,1985,0
1280 Malmö,änkor/änklingar,14,Män,1986,0
1280 Malmö,änkor/änklingar,14,Män,1987,0
1280 Malmö,änkor/änklingar,14,Män,1988,0
1280 Malmö,änkor/änklingar,14,Män,1989,0
1280 Malmö,änkor/änklingar,14,Män,1990,0
1280 Malmö,änkor/änklingar,14,Män,1991,0
1280 Malmö,änkor/änklingar,14,Män,1992,0
1280 Malmö,änkor/änklingar,14,Män,1993,0
1280 Malmö,änkor/änklingar,14,Män,1994,0
1280 Malmö,änkor/änklingar,14,Män,1995,0
1280 Malmö,änkor/änklingar,14,Män,1996,0
1280 Malmö,änkor/änklingar,14,Män,1997,0
1280 Malmö,änkor/änklingar,14,Män,1998,0
1280 Malmö,änkor/änklingar,14,Män,1999,0
1280 Malmö,änkor/änklingar,14,Män,2000,0
1280 Malmö,änkor/änklingar,14,Män,2001,0
1280 Malmö,änkor/änklingar,14,Män,2002,0
1280 Malmö,änkor/änklingar,14,Män,2003,0
1280 Malmö,änkor/änklingar,14,Män,2004,0
1280 Malmö,änkor/änklingar,14,Män,2005,0
1280 Malmö,änkor/änklingar,14,Män,2006,0
1280 Malmö,änkor/änklingar,14,Män,2007,0
1280 Malmö,änkor/änklingar,14,Män,2008,0
1280 Malmö,änkor/änklingar,14,Män,2009,0
1280 Malmö,änkor/änklingar,14,Män,2010,0
1280 Malmö,änkor/änklingar,14,Män,2011,0
1280 Malmö,änkor/änklingar,14,Män,2012,0
1280 Malmö,änkor/änklingar,14,Män,2013,0
1280 Malmö,änkor/änklingar,14,Män,2014,0
1280 Malmö,änkor/änklingar,14,Män,2015,0
1280 Malmö,änkor/änklingar,14,Män,2016,0
1280 Malmö,änkor/änklingar,14,Män,2017,0
1280 Malmö,änkor/änklingar,14,Män,2018,0
1280 Malmö,änkor/änklingar,14,Män,2019,0
1280 Malmö,änkor/änklingar,14,Män,2020,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1968,1
1280 Malmö,änkor/änklingar,14,Kvinnor,1969,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1970,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1971,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1972,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1973,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1974,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1975,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1976,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1977,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1978,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1979,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1980,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1981,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1982,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1983,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1984,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1985,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1986,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1987,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1988,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1989,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1990,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1991,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1992,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1993,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1994,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1995,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1996,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1997,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1998,0
1280 Malmö,änkor/änklingar,14,Kvinnor,1999,0
1280 Malmö,änkor/änklingar,14,Kvinnor,2000,0
1280 Malmö,änkor/änklingar,14,Kvinnor,2001,0
1280 Malmö,änkor/änklingar,14,Kvinnor,2002,0
1280 Malmö,änkor/änklingar,14,Kvinnor,2003,0
1280 Malmö,änkor/änklingar,14,Kvinnor,2004,0
1280 Malmö,änkor/änklingar,14,Kvinnor,2005,0
1280 Malmö,änkor/änklingar,14,Kvinnor,2006,0
1280 Malmö,änkor/änklingar,14,Kvinnor,2007,0
1280 Malmö,änkor/änklingar,14,Kvinnor,2008,0
1280 Malmö,änkor/änklingar,14,Kvinnor,2009,0
1280 Malmö,änkor/änklingar,14,Kvinnor,2010,0
1280 Malmö,änkor/änklingar,14,Kvinnor,2011,0
1280 Malmö,änkor/änklingar,14,Kvinnor,2012,0
1280 Malmö,änkor/änklingar,14,Kvinnor,2013,0
1280 Malmö,änkor/änklingar,14,Kvinnor,2014,0
1280 Malmö,änkor/änklingar,14,Kvinnor,2015,0
1280 Malmö,änkor/änklingar,14,Kvinnor,2016,0
1280 Malmö,änkor/änklingar,14,Kvinnor,2017,0
1280 Malmö,änkor/änklingar,14,Kvinnor,2018,0
1280 Malmö,änkor/änklingar,14,Kvinnor,2019,0
1280 Malmö,änkor/änklingar,14,Kvinnor,2020,0
1280 Malmö,änkor/änklingar,15,Män,1968,1
1280 Malmö,änkor/änklingar,15,Män,1969,0
1280 Malmö,änkor/änklingar,15,Män,1970,0
1280 Malmö,änkor/änklingar,15,Män,1971,0
1280 Malmö,änkor/änklingar,15,Män,1972,0
1280 Malmö,änkor/änklingar,15,Män,1973,0
1280 Malmö,änkor/änklingar,15,Män,1974,0
1280 Malmö,änkor/änklingar,15,Män,1975,0
1280 Malmö,änkor/änklingar,15,Män,1976,0
1280 Malmö,änkor/änklingar,15,Män,1977,0
1280 Malmö,änkor/änklingar,15,Män,1978,0
1280 Malmö,änkor/änklingar,15,Män,1979,0
1280 Malmö,änkor/änklingar,15,Män,1980,0
1280 Malmö,änkor/änklingar,15,Män,1981,0
1280 Malmö,änkor/änklingar,15,Män,1982,0
1280 Malmö,änkor/änklingar,15,Män,1983,0
1280 Malmö,änkor/änklingar,15,Män,1984,0
1280 Malmö,änkor/änklingar,15,Män,1985,0
1280 Malmö,änkor/änklingar,15,Män,1986,0
1280 Malmö,änkor/änklingar,15,Män,1987,0
1280 Malmö,änkor/änklingar,15,Män,1988,0
1280 Malmö,änkor/änklingar,15,Män,1989,0
1280 Malmö,änkor/änklingar,15,Män,1990,0
1280 Malmö,änkor/änklingar,15,Män,1991,0
1280 Malmö,änkor/änklingar,15,Män,1992,0
1280 Malmö,änkor/änklingar,15,Män,1993,0
1280 Malmö,änkor/änklingar,15,Män,1994,0
1280 Malmö,änkor/änklingar,15,Män,1995,0
1280 Malmö,änkor/änklingar,15,Män,1996,0
1280 Malmö,änkor/änklingar,15,Män,1997,0
1280 Malmö,änkor/änklingar,15,Män,1998,0
1280 Malmö,änkor/änklingar,15,Män,1999,0
1280 Malmö,änkor/änklingar,15,Män,2000,0
1280 Malmö,änkor/änklingar,15,Män,2001,0
1280 Malmö,änkor/änklingar,15,Män,2002,0
1280 Malmö,änkor/änklingar,15,Män,2003,0
1280 Malmö,änkor/änklingar,15,Män,2004,0
1280 Malmö,änkor/änklingar,15,Män,2005,0
1280 Malmö,änkor/änklingar,15,Män,2006,0
1280 Malmö,änkor/änklingar,15,Män,2007,0
1280 Malmö,änkor/änklingar,15,Män,2008,0
1280 Malmö,änkor/änklingar,15,Män,2009,0
1280 Malmö,änkor/änklingar,15,Män,2010,0
1280 Malmö,änkor/änklingar,15,Män,2011,0
1280 Malmö,änkor/änklingar,15,Män,2012,0
1280 Malmö,änkor/änklingar,15,Män,2013,0
1280 Malmö,änkor/änklingar,15,Män,2014,0
1280 Malmö,änkor/änklingar,15,Män,2015,0
1280 Malmö,änkor/änklingar,15,Män,2016,0
1280 Malmö,änkor/änklingar,15,Män,2017,0
1280 Malmö,änkor/änklingar,15,Män,2018,0
1280 Malmö,änkor/änklingar,15,Män,2019,0
1280 Malmö,änkor/änklingar,15,Män,2020,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1968,1
1280 Malmö,änkor/änklingar,15,Kvinnor,1969,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1970,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1971,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1972,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1973,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1974,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1975,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1976,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1977,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1978,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1979,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1980,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1981,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1982,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1983,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1984,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1985,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1986,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1987,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1988,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1989,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1990,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1991,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1992,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1993,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1994,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1995,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1996,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1997,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1998,0
1280 Malmö,änkor/änklingar,15,Kvinnor,1999,0
1280 Malmö,änkor/änklingar,15,Kvinnor,2000,0
1280 Malmö,änkor/änklingar,15,Kvinnor,2001,0
1280 Malmö,änkor/änklingar,15,Kvinnor,2002,0
1280 Malmö,änkor/änklingar,15,Kvinnor,2003,0
1280 Malmö,änkor/änklingar,15,Kvinnor,2004,0
1280 Malmö,änkor/änklingar,15,Kvinnor,2005,0
1280 Malmö,änkor/änklingar,15,Kvinnor,2006,0
1280 Malmö,änkor/änklingar,15,Kvinnor,2007,0
1280 Malmö,änkor/änklingar,15,Kvinnor,2008,0
1280 Malmö,änkor/änklingar,15,Kvinnor,2009,0
1280 Malmö,änkor/änklingar,15,Kvinnor,2010,0
1280 Malmö,änkor/änklingar,15,Kvinnor,2011,0
1280 Malmö,änkor/änklingar,15,Kvinnor,2012,0
1280 Malmö,änkor/änklingar,15,Kvinnor,2013,0
1280 Malmö,änkor/änklingar,15,Kvinnor,2014,0
1280 Malmö,änkor/änklingar,15,Kvinnor,2015,0
1280 Malmö,änkor/änklingar,15,Kvinnor,2016,0
1280 Malmö,änkor/änklingar,15,Kvinnor,2017,0
1280 Malmö,änkor/änklingar,15,Kvinnor,2018,0
1280 Malmö,änkor/änklingar,15,Kvinnor,2019,0
1280 Malmö,änkor/änklingar,15,Kvinnor,2020,0
1280 Malmö,änkor/änklingar,16,Män,1968,0
1280 Malmö,änkor/änklingar,16,Män,1969,0
1280 Malmö,änkor/änklingar,16,Män,1970,0
1280 Malmö,änkor/änklingar,16,Män,1971,0
1280 Malmö,änkor/änklingar,16,Män,1972,0
1280 Malmö,änkor/änklingar,16,Män,1973,0
1280 Malmö,änkor/änklingar,16,Män,1974,0
1280 Malmö,änkor/änklingar,16,Män,1975,0
1280 Malmö,änkor/änklingar,16,Män,1976,0
1280 Malmö,änkor/änklingar,16,Män,1977,0
1280 Malmö,änkor/änklingar,16,Män,1978,0
1280 Malmö,änkor/änklingar,16,Män,1979,0
1280 Malmö,änkor/änklingar,16,Män,1980,0
1280 Malmö,änkor/änklingar,16,Män,1981,0
1280 Malmö,änkor/änklingar,16,Män,1982,0
1280 Malmö,änkor/änklingar,16,Män,1983,0
1280 Malmö,änkor/änklingar,16,Män,1984,0
1280 Malmö,änkor/änklingar,16,Män,1985,0
1280 Malmö,änkor/änklingar,16,Män,1986,0
1280 Malmö,änkor/änklingar,16,Män,1987,0
1280 Malmö,änkor/änklingar,16,Män,1988,0
1280 Malmö,änkor/änklingar,16,Män,1989,0
1280 Malmö,änkor/änklingar,16,Män,1990,0
1280 Malmö,änkor/änklingar,16,Män,1991,0
1280 Malmö,änkor/änklingar,16,Män,1992,0
1280 Malmö,änkor/änklingar,16,Män,1993,0
1280 Malmö,änkor/änklingar,16,Män,1994,0
1280 Malmö,änkor/änklingar,16,Män,1995,0
1280 Malmö,änkor/änklingar,16,Män,1996,0
1280 Malmö,änkor/änklingar,16,Män,1997,0
1280 Malmö,änkor/änklingar,16,Män,1998,0
1280 Malmö,änkor/änklingar,16,Män,1999,0
1280 Malmö,änkor/änklingar,16,Män,2000,0
1280 Malmö,änkor/änklingar,16,Män,2001,0
1280 Malmö,änkor/änklingar,16,Män,2002,0
1280 Malmö,änkor/änklingar,16,Män,2003,0
1280 Malmö,änkor/änklingar,16,Män,2004,0
1280 Malmö,änkor/änklingar,16,Män,2005,0
1280 Malmö,änkor/änklingar,16,Män,2006,0
1280 Malmö,änkor/änklingar,16,Män,2007,0
1280 Malmö,änkor/änklingar,16,Män,2008,0
1280 Malmö,änkor/änklingar,16,Män,2009,0
1280 Malmö,änkor/änklingar,16,Män,2010,0
1280 Malmö,änkor/änklingar,16,Män,2011,0
1280 Malmö,änkor/änklingar,16,Män,2012,0
1280 Malmö,änkor/änklingar,16,Män,2013,0
1280 Malmö,änkor/änklingar,16,Män,2014,0
1280 Malmö,änkor/änklingar,16,Män,2015,0
1280 Malmö,änkor/änklingar,16,Män,2016,0
1280 Malmö,änkor/änklingar,16,Män,2017,0
1280 Malmö,änkor/änklingar,16,Män,2018,0
1280 Malmö,änkor/änklingar,16,Män,2019,0
1280 Malmö,änkor/änklingar,16,Män,2020,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1968,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1969,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1970,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1971,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1972,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1973,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1974,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1975,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1976,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1977,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1978,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1979,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1980,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1981,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1982,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1983,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1984,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1985,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1986,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1987,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1988,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1989,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1990,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1991,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1992,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1993,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1994,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1995,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1996,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1997,0
1280 Malmö,änkor/änklingar,16,Kvinnor,1998,0
