Kommunkod,Kommun,Parti,År,Antal
2029,Leksand,övriga partier,1973,25
2031,Rättvik,Centerpartiet,1973,2731
2031,Rättvik,ej röstande,1973,1220
2031,Rättvik,Kristdemokraterna,1973,170
2031,Rättvik,Liberalerna,1973,546
2031,Rättvik,Miljöpartiet,1973,NA
2031,Rättvik,Moderaterna,1973,585
2031,Rättvik,ogiltiga valsedlar,1973,5
2031,Rättvik,Socialdemokraterna,1973,2515
2031,Rättvik,Sverigedemokraterna,1973,NA
2031,Rättvik,Vänsterpartiet,1973,307
2031,Rättvik,övriga partier,1973,13
2034,Orsa,Centerpartiet,1973,1781
2034,Orsa,ej röstande,1973,703
2034,Orsa,Kristdemokraterna,1973,81
2034,Orsa,Liberalerna,1973,220
2034,Orsa,Miljöpartiet,1973,NA
2034,Orsa,Moderaterna,1973,387
2034,Orsa,ogiltiga valsedlar,1973,13
2034,Orsa,Socialdemokraterna,1973,1646
2034,Orsa,Sverigedemokraterna,1973,NA
2034,Orsa,Vänsterpartiet,1973,274
2034,Orsa,övriga partier,1973,18
2039,Älvdalen,Centerpartiet,1973,2204
2039,Älvdalen,ej röstande,1973,861
2039,Älvdalen,Kristdemokraterna,1973,96
2039,Älvdalen,Liberalerna,1973,490
2039,Älvdalen,Miljöpartiet,1973,NA
2039,Älvdalen,Moderaterna,1973,266
2039,Älvdalen,ogiltiga valsedlar,1973,12
2039,Älvdalen,Socialdemokraterna,1973,2115
2039,Älvdalen,Sverigedemokraterna,1973,NA
2039,Älvdalen,Vänsterpartiet,1973,249
2039,Älvdalen,övriga partier,1973,24
2061,Smedjebacken,Centerpartiet,1973,1755
2061,Smedjebacken,ej röstande,1973,741
2061,Smedjebacken,Kristdemokraterna,1973,86
2061,Smedjebacken,Liberalerna,1973,440
2061,Smedjebacken,Miljöpartiet,1973,NA
2061,Smedjebacken,Moderaterna,1973,417
2061,Smedjebacken,ogiltiga valsedlar,1973,11
2061,Smedjebacken,Socialdemokraterna,1973,5082
2061,Smedjebacken,Sverigedemokraterna,1973,NA
2061,Smedjebacken,Vänsterpartiet,1973,474
2061,Smedjebacken,övriga partier,1973,21
2062,Mora,Centerpartiet,1973,4669
2062,Mora,ej röstande,1973,1455
2062,Mora,Kristdemokraterna,1973,133
2062,Mora,Liberalerna,1973,742
2062,Mora,Miljöpartiet,1973,NA
2062,Mora,Moderaterna,1973,1129
2062,Mora,ogiltiga valsedlar,1973,9
2062,Mora,Socialdemokraterna,1973,4223
2062,Mora,Sverigedemokraterna,1973,NA
2062,Mora,Vänsterpartiet,1973,402
2062,Mora,övriga partier,1973,29
2080,Falun,Centerpartiet,1973,9677
2080,Falun,ej röstande,1973,3647
2080,Falun,Kristdemokraterna,1973,478
2080,Falun,Liberalerna,1973,2792
2080,Falun,Miljöpartiet,1973,NA
2080,Falun,Moderaterna,1973,3839
2080,Falun,ogiltiga valsedlar,1973,55
2080,Falun,Socialdemokraterna,1973,12071
2080,Falun,Sverigedemokraterna,1973,NA
2080,Falun,Vänsterpartiet,1973,1160
2080,Falun,övriga partier,1973,118
2081,Borlänge,Centerpartiet,1973,7889
2081,Borlänge,ej röstande,1973,2734
2081,Borlänge,Kristdemokraterna,1973,453
2081,Borlänge,Liberalerna,1973,1453
2081,Borlänge,Miljöpartiet,1973,NA
2081,Borlänge,Moderaterna,1973,1811
2081,Borlänge,ogiltiga valsedlar,1973,66
2081,Borlänge,Socialdemokraterna,1973,14974
2081,Borlänge,Sverigedemokraterna,1973,NA
2081,Borlänge,Vänsterpartiet,1973,1308
2081,Borlänge,övriga partier,1973,145
2082,Säter,Centerpartiet,1973,2547
2082,Säter,ej röstande,1973,665
2082,Säter,Kristdemokraterna,1973,179
2082,Säter,Liberalerna,1973,414
2082,Säter,Miljöpartiet,1973,NA
2082,Säter,Moderaterna,1973,448
2082,Säter,ogiltiga valsedlar,1973,6
2082,Säter,Socialdemokraterna,1973,2573
2082,Säter,Sverigedemokraterna,1973,NA
2082,Säter,Vänsterpartiet,1973,189
2082,Säter,övriga partier,1973,26
2083,Hedemora,Centerpartiet,1973,3300
2083,Hedemora,ej röstande,1973,1045
2083,Hedemora,Kristdemokraterna,1973,209
2083,Hedemora,Liberalerna,1973,584
2083,Hedemora,Miljöpartiet,1973,NA
2083,Hedemora,Moderaterna,1973,819
2083,Hedemora,ogiltiga valsedlar,1973,20
2083,Hedemora,Socialdemokraterna,1973,5248
2083,Hedemora,Sverigedemokraterna,1973,NA
2083,Hedemora,Vänsterpartiet,1973,439
2083,Hedemora,övriga partier,1973,50
2084,Avesta,Centerpartiet,1973,4690
2084,Avesta,ej röstande,1973,1590
2084,Avesta,Kristdemokraterna,1973,351
2084,Avesta,Liberalerna,1973,879
2084,Avesta,Miljöpartiet,1973,NA
2084,Avesta,Moderaterna,1973,906
2084,Avesta,ogiltiga valsedlar,1973,37
2084,Avesta,Socialdemokraterna,1973,9487
2084,Avesta,Sverigedemokraterna,1973,NA
2084,Avesta,Vänsterpartiet,1973,1117
2084,Avesta,övriga partier,1973,113
2085,Ludvika,Centerpartiet,1973,4304
2085,Ludvika,ej röstande,1973,2596
2085,Ludvika,Kristdemokraterna,1973,251
2085,Ludvika,Liberalerna,1973,1082
2085,Ludvika,Miljöpartiet,1973,NA
2085,Ludvika,Moderaterna,1973,1433
2085,Ludvika,ogiltiga valsedlar,1973,37
2085,Ludvika,Socialdemokraterna,1973,11901
2085,Ludvika,Sverigedemokraterna,1973,NA
2085,Ludvika,Vänsterpartiet,1973,1948
2085,Ludvika,övriga partier,1973,121
2101,Ockelbo,Centerpartiet,1973,1452
2101,Ockelbo,ej röstande,1973,519
2101,Ockelbo,Kristdemokraterna,1973,52
2101,Ockelbo,Liberalerna,1973,208
2101,Ockelbo,Miljöpartiet,1973,NA
2101,Ockelbo,Moderaterna,1973,239
2101,Ockelbo,ogiltiga valsedlar,1973,NA
2101,Ockelbo,Socialdemokraterna,1973,2309
2101,Ockelbo,Sverigedemokraterna,1973,NA
2101,Ockelbo,Vänsterpartiet,1973,188
2101,Ockelbo,övriga partier,1973,7
2104,Hofors,Centerpartiet,1973,1549
2104,Hofors,ej röstande,1973,957
2104,Hofors,Kristdemokraterna,1973,60
2104,Hofors,Liberalerna,1973,397
2104,Hofors,Miljöpartiet,1973,NA
2104,Hofors,Moderaterna,1973,489
2104,Hofors,ogiltiga valsedlar,1973,6
2104,Hofors,Socialdemokraterna,1973,5376
2104,Hofors,Sverigedemokraterna,1973,NA
2104,Hofors,Vänsterpartiet,1973,1273
2104,Hofors,övriga partier,1973,53
2121,Ovanåker,Centerpartiet,1973,1737
2121,Ovanåker,ej röstande,1973,504
2121,Ovanåker,Kristdemokraterna,1973,183
2121,Ovanåker,Liberalerna,1973,525
2121,Ovanåker,Miljöpartiet,1973,NA
2121,Ovanåker,Moderaterna,1973,275
2121,Ovanåker,ogiltiga valsedlar,1973,4
2121,Ovanåker,Socialdemokraterna,1973,2348
2121,Ovanåker,Sverigedemokraterna,1973,NA
2121,Ovanåker,Vänsterpartiet,1973,204
2121,Ovanåker,övriga partier,1973,2
2132,Nordanstig,Centerpartiet,1973,3092
2132,Nordanstig,ej röstande,1973,881
2132,Nordanstig,Kristdemokraterna,1973,196
2132,Nordanstig,Liberalerna,1973,497
2132,Nordanstig,Miljöpartiet,1973,NA
2132,Nordanstig,Moderaterna,1973,267
2132,Nordanstig,ogiltiga valsedlar,1973,10
2132,Nordanstig,Socialdemokraterna,1973,3081
2132,Nordanstig,Sverigedemokraterna,1973,NA
2132,Nordanstig,Vänsterpartiet,1973,569
2132,Nordanstig,övriga partier,1973,28
2161,Ljusdal,Centerpartiet,1973,4491
2161,Ljusdal,ej röstande,1973,2245
2161,Ljusdal,Kristdemokraterna,1973,240
2161,Ljusdal,Liberalerna,1973,942
2161,Ljusdal,Miljöpartiet,1973,NA
2161,Ljusdal,Moderaterna,1973,729
2161,Ljusdal,ogiltiga valsedlar,1973,11
2161,Ljusdal,Socialdemokraterna,1973,6279
2161,Ljusdal,Sverigedemokraterna,1973,NA
2161,Ljusdal,Vänsterpartiet,1973,1651
2161,Ljusdal,övriga partier,1973,65
2180,Gävle,Centerpartiet,1973,11064
2180,Gävle,ej röstande,1973,6747
2180,Gävle,Kristdemokraterna,1973,811
2180,Gävle,Liberalerna,1973,4624
2180,Gävle,Miljöpartiet,1973,NA
2180,Gävle,Moderaterna,1973,5098
2180,Gävle,ogiltiga valsedlar,1973,73
2180,Gävle,Socialdemokraterna,1973,28543
2180,Gävle,Sverigedemokraterna,1973,NA
2180,Gävle,Vänsterpartiet,1973,3322
2180,Gävle,övriga partier,1973,262
2181,Sandviken,Centerpartiet,1973,5899
2181,Sandviken,ej röstande,1973,2623
2181,Sandviken,Kristdemokraterna,1973,319
2181,Sandviken,Liberalerna,1973,1578
2181,Sandviken,Miljöpartiet,1973,NA
2181,Sandviken,Moderaterna,1973,2059
2181,Sandviken,ogiltiga valsedlar,1973,39
2181,Sandviken,Socialdemokraterna,1973,15855
2181,Sandviken,Sverigedemokraterna,1973,NA
2181,Sandviken,Vänsterpartiet,1973,2179
2181,Sandviken,övriga partier,1973,103
2182,Söderhamn,Centerpartiet,1973,4455
2182,Söderhamn,ej röstande,1973,1873
2182,Söderhamn,Kristdemokraterna,1973,212
2182,Söderhamn,Liberalerna,1973,1000
2182,Söderhamn,Miljöpartiet,1973,NA
2182,Söderhamn,Moderaterna,1973,1461
2182,Söderhamn,ogiltiga valsedlar,1973,21
2182,Söderhamn,Socialdemokraterna,1973,11812
2182,Söderhamn,Sverigedemokraterna,1973,NA
2182,Söderhamn,Vänsterpartiet,1973,2236
2182,Söderhamn,övriga partier,1973,75
2183,Bollnäs,Centerpartiet,1973,7237
2183,Bollnäs,ej röstande,1973,2488
2183,Bollnäs,Kristdemokraterna,1973,448
2183,Bollnäs,Liberalerna,1973,1818
2183,Bollnäs,Miljöpartiet,1973,NA
2183,Bollnäs,Moderaterna,1973,1186
2183,Bollnäs,ogiltiga valsedlar,1973,39
2183,Bollnäs,Socialdemokraterna,1973,9339
2183,Bollnäs,Sverigedemokraterna,1973,NA
2183,Bollnäs,Vänsterpartiet,1973,1606
2183,Bollnäs,övriga partier,1973,125
2184,Hudiksvall,Centerpartiet,1973,8240
2184,Hudiksvall,ej röstande,1973,2966
2184,Hudiksvall,Kristdemokraterna,1973,424
2184,Hudiksvall,Liberalerna,1973,1118
2184,Hudiksvall,Miljöpartiet,1973,NA
2184,Hudiksvall,Moderaterna,1973,1447
2184,Hudiksvall,ogiltiga valsedlar,1973,29
2184,Hudiksvall,Socialdemokraterna,1973,9839
2184,Hudiksvall,Sverigedemokraterna,1973,NA
2184,Hudiksvall,Vänsterpartiet,1973,2233
2184,Hudiksvall,övriga partier,1973,141
2260,Ånge,Centerpartiet,1973,2915
2260,Ånge,ej röstande,1973,1011
2260,Ånge,Kristdemokraterna,1973,166
2260,Ånge,Liberalerna,1973,457
2260,Ånge,Miljöpartiet,1973,NA
2260,Ånge,Moderaterna,1973,353
2260,Ånge,ogiltiga valsedlar,1973,22
2260,Ånge,Socialdemokraterna,1973,5147
2260,Ånge,Sverigedemokraterna,1973,NA
2260,Ånge,Vänsterpartiet,1973,798
2260,Ånge,övriga partier,1973,40
2262,Timrå,Centerpartiet,1973,2771
2262,Timrå,ej röstande,1973,1019
2262,Timrå,Kristdemokraterna,1973,229
2262,Timrå,Liberalerna,1973,532
2262,Timrå,Miljöpartiet,1973,NA
2262,Timrå,Moderaterna,1973,410
2262,Timrå,ogiltiga valsedlar,1973,8
2262,Timrå,Socialdemokraterna,1973,6828
2262,Timrå,Sverigedemokraterna,1973,NA
2262,Timrå,Vänsterpartiet,1973,888
2262,Timrå,övriga partier,1973,30
2280,Härnösand,Centerpartiet,1973,6251
2280,Härnösand,ej röstande,1973,1495
2280,Härnösand,Kristdemokraterna,1973,284
2280,Härnösand,Liberalerna,1973,1025
2280,Härnösand,Miljöpartiet,1973,NA
2280,Härnösand,Moderaterna,1973,1859
2280,Härnösand,ogiltiga valsedlar,1973,15
2280,Härnösand,Socialdemokraterna,1973,8139
2280,Härnösand,Sverigedemokraterna,1973,NA
2280,Härnösand,Vänsterpartiet,1973,921
2280,Härnösand,övriga partier,1973,82
2281,Sundsvall,Centerpartiet,1973,15265
2281,Sundsvall,ej röstande,1973,5745
2281,Sundsvall,Kristdemokraterna,1973,1008
2281,Sundsvall,Liberalerna,1973,4235
2281,Sundsvall,Miljöpartiet,1973,NA
2281,Sundsvall,Moderaterna,1973,4976
2281,Sundsvall,ogiltiga valsedlar,1973,121
2281,Sundsvall,Socialdemokraterna,1973,29642
2281,Sundsvall,Sverigedemokraterna,1973,NA
2281,Sundsvall,Vänsterpartiet,1973,4128
2281,Sundsvall,övriga partier,1973,376
2282,Kramfors,Centerpartiet,1973,5541
2282,Kramfors,ej röstande,1973,1345
2282,Kramfors,Kristdemokraterna,1973,368
2282,Kramfors,Liberalerna,1973,527
2282,Kramfors,Miljöpartiet,1973,NA
2282,Kramfors,Moderaterna,1973,936
2282,Kramfors,ogiltiga valsedlar,1973,26
2282,Kramfors,Socialdemokraterna,1973,11112
2282,Kramfors,Sverigedemokraterna,1973,NA
2282,Kramfors,Vänsterpartiet,1973,1829
2282,Kramfors,övriga partier,1973,136
2283,Sollefteå,Centerpartiet,1973,5249
2283,Sollefteå,ej röstande,1973,1453
2283,Sollefteå,Kristdemokraterna,1973,334
2283,Sollefteå,Liberalerna,1973,413
2283,Sollefteå,Miljöpartiet,1973,NA
2283,Sollefteå,Moderaterna,1973,1247
2283,Sollefteå,ogiltiga valsedlar,1973,16
2283,Sollefteå,Socialdemokraterna,1973,10303
2283,Sollefteå,Sverigedemokraterna,1973,NA
2283,Sollefteå,Vänsterpartiet,1973,1154
2283,Sollefteå,övriga partier,1973,90
2284,Örnsköldsvik,Centerpartiet,1973,11526
2284,Örnsköldsvik,ej röstande,1973,3381
2284,Örnsköldsvik,Kristdemokraterna,1973,1838
2284,Örnsköldsvik,Liberalerna,1973,2912
2284,Örnsköldsvik,Miljöpartiet,1973,NA
2284,Örnsköldsvik,Moderaterna,1973,2256
2284,Örnsköldsvik,ogiltiga valsedlar,1973,33
2284,Örnsköldsvik,Socialdemokraterna,1973,19442
2284,Örnsköldsvik,Sverigedemokraterna,1973,NA
2284,Örnsköldsvik,Vänsterpartiet,1973,1628
2284,Örnsköldsvik,övriga partier,1973,192
2303,Ragunda,Centerpartiet,1973,1516
2303,Ragunda,ej röstande,1973,504
2303,Ragunda,Kristdemokraterna,1973,66
2303,Ragunda,Liberalerna,1973,217
2303,Ragunda,Miljöpartiet,1973,NA
2303,Ragunda,Moderaterna,1973,384
2303,Ragunda,ogiltiga valsedlar,1973,8
2303,Ragunda,Socialdemokraterna,1973,3034
2303,Ragunda,Sverigedemokraterna,1973,NA
2303,Ragunda,Vänsterpartiet,1973,247
2303,Ragunda,övriga partier,1973,4
2305,Bräcke,Centerpartiet,1973,1785
2305,Bräcke,ej röstande,1973,563
2305,Bräcke,Kristdemokraterna,1973,56
2305,Bräcke,Liberalerna,1973,302
2305,Bräcke,Miljöpartiet,1973,NA
2305,Bräcke,Moderaterna,1973,415
2305,Bräcke,ogiltiga valsedlar,1973,5
2305,Bräcke,Socialdemokraterna,1973,3720
2305,Bräcke,Sverigedemokraterna,1973,NA
2305,Bräcke,Vänsterpartiet,1973,292
2305,Bräcke,övriga partier,1973,12
2309,Krokom,Centerpartiet,1973,2958
2309,Krokom,ej röstande,1973,1068
2309,Krokom,Kristdemokraterna,1973,205
2309,Krokom,Liberalerna,1973,651
2309,Krokom,Miljöpartiet,1973,NA
2309,Krokom,Moderaterna,1973,649
2309,Krokom,ogiltiga valsedlar,1973,6
2309,Krokom,Socialdemokraterna,1973,3808
2309,Krokom,Sverigedemokraterna,1973,NA
2309,Krokom,Vänsterpartiet,1973,261
2309,Krokom,övriga partier,1973,27
2313,Strömsund,Centerpartiet,1973,3441
2313,Strömsund,ej röstande,1973,1243
2313,Strömsund,Kristdemokraterna,1973,179
2313,Strömsund,Liberalerna,1973,580
2313,Strömsund,Miljöpartiet,1973,NA
2313,Strömsund,Moderaterna,1973,623
2313,Strömsund,ogiltiga valsedlar,1973,9
2313,Strömsund,Socialdemokraterna,1973,6727
2313,Strömsund,Sverigedemokraterna,1973,NA
2313,Strömsund,Vänsterpartiet,1973,662
2313,Strömsund,övriga partier,1973,74
2321,Åre,Centerpartiet,1973,2015
2321,Åre,ej röstande,1973,641
2321,Åre,Kristdemokraterna,1973,122
2321,Åre,Liberalerna,1973,703
2321,Åre,Miljöpartiet,1973,NA
2321,Åre,Moderaterna,1973,538
2321,Åre,ogiltiga valsedlar,1973,9
2321,Åre,Socialdemokraterna,1973,2586
2321,Åre,Sverigedemokraterna,1973,NA
2321,Åre,Vänsterpartiet,1973,189
2321,Åre,övriga partier,1973,11
2326,Berg,Centerpartiet,1973,2436
2326,Berg,ej röstande,1973,878
2326,Berg,Kristdemokraterna,1973,92
2326,Berg,Liberalerna,1973,409
2326,Berg,Miljöpartiet,1973,NA
2326,Berg,Moderaterna,1973,472
2326,Berg,ogiltiga valsedlar,1973,7
2326,Berg,Socialdemokraterna,1973,2326
2326,Berg,Sverigedemokraterna,1973,NA
2326,Berg,Vänsterpartiet,1973,213
2326,Berg,övriga partier,1973,30
2361,Härjedalen,Centerpartiet,1973,2096
2361,Härjedalen,ej röstande,1973,1374
2361,Härjedalen,Kristdemokraterna,1973,93
2361,Härjedalen,Liberalerna,1973,507
2361,Härjedalen,Miljöpartiet,1973,NA
2361,Härjedalen,Moderaterna,1973,446
2361,Härjedalen,ogiltiga valsedlar,1973,22
2361,Härjedalen,Socialdemokraterna,1973,4610
2361,Härjedalen,Sverigedemokraterna,1973,NA
2361,Härjedalen,Vänsterpartiet,1973,509
2361,Härjedalen,övriga partier,1973,37
2380,Östersund,Centerpartiet,1973,10142
2380,Östersund,ej röstande,1973,3910
2380,Östersund,Kristdemokraterna,1973,454
2380,Östersund,Liberalerna,1973,2967
2380,Östersund,Miljöpartiet,1973,NA
2380,Östersund,Moderaterna,1973,3444
2380,Östersund,ogiltiga valsedlar,1973,48
2380,Östersund,Socialdemokraterna,1973,14980
2380,Östersund,Sverigedemokraterna,1973,NA
2380,Östersund,Vänsterpartiet,1973,1236
2380,Östersund,övriga partier,1973,216
2401,Nordmaling,Centerpartiet,1973,1587
2401,Nordmaling,ej röstande,1973,448
2401,Nordmaling,Kristdemokraterna,1973,228
2401,Nordmaling,Liberalerna,1973,556
2401,Nordmaling,Miljöpartiet,1973,NA
2401,Nordmaling,Moderaterna,1973,516
2401,Nordmaling,ogiltiga valsedlar,1973,6
2401,Nordmaling,Socialdemokraterna,1973,2347
2401,Nordmaling,Sverigedemokraterna,1973,NA
2401,Nordmaling,Vänsterpartiet,1973,64
2401,Nordmaling,övriga partier,1973,14
2403,Bjurholm,Centerpartiet,1973,NA
2403,Bjurholm,ej röstande,1973,NA
2403,Bjurholm,Kristdemokraterna,1973,NA
2403,Bjurholm,Liberalerna,1973,NA
2403,Bjurholm,Miljöpartiet,1973,NA
2403,Bjurholm,Moderaterna,1973,NA
2403,Bjurholm,ogiltiga valsedlar,1973,NA
2403,Bjurholm,Socialdemokraterna,1973,NA
2403,Bjurholm,Sverigedemokraterna,1973,NA
2403,Bjurholm,Vänsterpartiet,1973,NA
2403,Bjurholm,övriga partier,1973,NA
2404,Vindeln,Centerpartiet,1973,1589
2404,Vindeln,ej röstande,1973,478
2404,Vindeln,Kristdemokraterna,1973,208
2404,Vindeln,Liberalerna,1973,818
2404,Vindeln,Miljöpartiet,1973,NA
2404,Vindeln,Moderaterna,1973,490
2404,Vindeln,ogiltiga valsedlar,1973,2
2404,Vindeln,Socialdemokraterna,1973,1699
2404,Vindeln,Sverigedemokraterna,1973,NA
2404,Vindeln,Vänsterpartiet,1973,73
2404,Vindeln,övriga partier,1973,8
2409,Robertsfors,Centerpartiet,1973,2046
2409,Robertsfors,ej röstande,1973,396
2409,Robertsfors,Kristdemokraterna,1973,184
2409,Robertsfors,Liberalerna,1973,657
2409,Robertsfors,Miljöpartiet,1973,NA
2409,Robertsfors,Moderaterna,1973,387
2409,Robertsfors,ogiltiga valsedlar,1973,2
2409,Robertsfors,Socialdemokraterna,1973,1676
2409,Robertsfors,Sverigedemokraterna,1973,NA
2409,Robertsfors,Vänsterpartiet,1973,73
2409,Robertsfors,övriga partier,1973,13
2417,Norsjö,Centerpartiet,1973,1558
2417,Norsjö,ej röstande,1973,970
2417,Norsjö,Kristdemokraterna,1973,245
2417,Norsjö,Liberalerna,1973,901
2417,Norsjö,Miljöpartiet,1973,NA
2417,Norsjö,Moderaterna,1973,406
2417,Norsjö,ogiltiga valsedlar,1973,4
2417,Norsjö,Socialdemokraterna,1973,2994
2417,Norsjö,Sverigedemokraterna,1973,NA
2417,Norsjö,Vänsterpartiet,1973,358
2417,Norsjö,övriga partier,1973,37
2418,Malå,Centerpartiet,1973,NA
2418,Malå,ej röstande,1973,NA
2418,Malå,Kristdemokraterna,1973,NA
2418,Malå,Liberalerna,1973,NA
2418,Malå,Miljöpartiet,1973,NA
2418,Malå,Moderaterna,1973,NA
2418,Malå,ogiltiga valsedlar,1973,NA
2418,Malå,Socialdemokraterna,1973,NA
2418,Malå,Sverigedemokraterna,1973,NA
2418,Malå,Vänsterpartiet,1973,NA
2418,Malå,övriga partier,1973,NA
2421,Storuman,Centerpartiet,1973,1163
2421,Storuman,ej röstande,1973,777
2421,Storuman,Kristdemokraterna,1973,384
2421,Storuman,Liberalerna,1973,871
2421,Storuman,Miljöpartiet,1973,NA
2421,Storuman,Moderaterna,1973,478
2421,Storuman,ogiltiga valsedlar,1973,8
2421,Storuman,Socialdemokraterna,1973,1956
2421,Storuman,Sverigedemokraterna,1973,NA
2421,Storuman,Vänsterpartiet,1973,183
2421,Storuman,övriga partier,1973,22
2422,Sorsele,Centerpartiet,1973,583
2422,Sorsele,ej röstande,1973,390
2422,Sorsele,Kristdemokraterna,1973,244
2422,Sorsele,Liberalerna,1973,450
2422,Sorsele,Miljöpartiet,1973,NA
2422,Sorsele,Moderaterna,1973,130
2422,Sorsele,ogiltiga valsedlar,1973,4
2422,Sorsele,Socialdemokraterna,1973,1084
2422,Sorsele,Sverigedemokraterna,1973,NA
2422,Sorsele,Vänsterpartiet,1973,128
2422,Sorsele,övriga partier,1973,6
2425,Dorotea,Centerpartiet,1973,NA
2425,Dorotea,ej röstande,1973,NA
2425,Dorotea,Kristdemokraterna,1973,NA
2425,Dorotea,Liberalerna,1973,NA
2425,Dorotea,Miljöpartiet,1973,NA
2425,Dorotea,Moderaterna,1973,NA
2425,Dorotea,ogiltiga valsedlar,1973,NA
2425,Dorotea,Socialdemokraterna,1973,NA
2425,Dorotea,Sverigedemokraterna,1973,NA
2425,Dorotea,Vänsterpartiet,1973,NA
2425,Dorotea,övriga partier,1973,NA
2460,Vännäs,Centerpartiet,1973,2281
2460,Vännäs,ej röstande,1973,813
2460,Vännäs,Kristdemokraterna,1973,292
2460,Vännäs,Liberalerna,1973,977
2460,Vännäs,Miljöpartiet,1973,NA
2460,Vännäs,Moderaterna,1973,797
2460,Vännäs,ogiltiga valsedlar,1973,2
2460,Vännäs,Socialdemokraterna,1973,2973
2460,Vännäs,Sverigedemokraterna,1973,NA
2460,Vännäs,Vänsterpartiet,1973,201
2460,Vännäs,övriga partier,1973,40
2462,Vilhelmina,Centerpartiet,1973,1375
2462,Vilhelmina,ej röstande,1973,587
2462,Vilhelmina,Kristdemokraterna,1973,311
2462,Vilhelmina,Liberalerna,1973,704
2462,Vilhelmina,Miljöpartiet,1973,NA
2462,Vilhelmina,Moderaterna,1973,283
2462,Vilhelmina,ogiltiga valsedlar,1973,6
2462,Vilhelmina,Socialdemokraterna,1973,2751
2462,Vilhelmina,Sverigedemokraterna,1973,NA
2462,Vilhelmina,Vänsterpartiet,1973,235
2462,Vilhelmina,övriga partier,1973,16
2463,Åsele,Centerpartiet,1973,1505
2463,Åsele,ej röstande,1973,683
2463,Åsele,Kristdemokraterna,1973,167
2463,Åsele,Liberalerna,1973,743
2463,Åsele,Miljöpartiet,1973,NA
2463,Åsele,Moderaterna,1973,266
2463,Åsele,ogiltiga valsedlar,1973,6
2463,Åsele,Socialdemokraterna,1973,3151
2463,Åsele,Sverigedemokraterna,1973,NA
2463,Åsele,Vänsterpartiet,1973,228
2463,Åsele,övriga partier,1973,26
2480,Umeå,Centerpartiet,1973,12474
2480,Umeå,ej röstande,1973,4718
2480,Umeå,Kristdemokraterna,1973,1193
2480,Umeå,Liberalerna,1973,5279
2480,Umeå,Miljöpartiet,1973,NA
2480,Umeå,Moderaterna,1973,4467
2480,Umeå,ogiltiga valsedlar,1973,58
2480,Umeå,Socialdemokraterna,1973,19881
2480,Umeå,Sverigedemokraterna,1973,NA
2480,Umeå,Vänsterpartiet,1973,2217
2480,Umeå,övriga partier,1973,567
2481,Lycksele,Centerpartiet,1973,1687
2481,Lycksele,ej röstande,1973,1041
2481,Lycksele,Kristdemokraterna,1973,775
2481,Lycksele,Liberalerna,1973,1494
2481,Lycksele,Miljöpartiet,1973,NA
2481,Lycksele,Moderaterna,1973,660
2481,Lycksele,ogiltiga valsedlar,1973,13
2481,Lycksele,Socialdemokraterna,1973,4297
2481,Lycksele,Sverigedemokraterna,1973,NA
2481,Lycksele,Vänsterpartiet,1973,277
2481,Lycksele,övriga partier,1973,55
2482,Skellefteå,Centerpartiet,1973,11398
2482,Skellefteå,ej röstande,1973,5129
2482,Skellefteå,Kristdemokraterna,1973,1721
2482,Skellefteå,Liberalerna,1973,4203
2482,Skellefteå,Miljöpartiet,1973,NA
2482,Skellefteå,Moderaterna,1973,3935
2482,Skellefteå,ogiltiga valsedlar,1973,33
2482,Skellefteå,Socialdemokraterna,1973,22707
2482,Skellefteå,Sverigedemokraterna,1973,NA
2482,Skellefteå,Vänsterpartiet,1973,1755
2482,Skellefteå,övriga partier,1973,258
2505,Arvidsjaur,Centerpartiet,1973,1018
