Kommunkod,Kommun,Parti,År,Antal
1082,Karlshamn,Kristdemokraterna,1976,414
1082,Karlshamn,Liberalerna,1976,1895
1082,Karlshamn,Miljöpartiet,1976,NA
1082,Karlshamn,Moderaterna,1976,2451
1082,Karlshamn,ogiltiga valsedlar,1976,69
1082,Karlshamn,Socialdemokraterna,1976,10854
1082,Karlshamn,Sverigedemokraterna,1976,NA
1082,Karlshamn,Vänsterpartiet,1976,1026
1082,Karlshamn,övriga partier,1976,70
1083,Sölvesborg,Centerpartiet,1976,2277
1083,Sölvesborg,ej röstande,1976,877
1083,Sölvesborg,Kristdemokraterna,1976,130
1083,Sölvesborg,Liberalerna,1976,1060
1083,Sölvesborg,Miljöpartiet,1976,NA
1083,Sölvesborg,Moderaterna,1976,1626
1083,Sölvesborg,ogiltiga valsedlar,1976,29
1083,Sölvesborg,Socialdemokraterna,1976,5191
1083,Sölvesborg,Sverigedemokraterna,1976,NA
1083,Sölvesborg,Vänsterpartiet,1976,296
1083,Sölvesborg,övriga partier,1976,6
1214,Svalöv,Centerpartiet,1976,3066
1214,Svalöv,ej röstande,1976,580
1214,Svalöv,Kristdemokraterna,1976,64
1214,Svalöv,Liberalerna,1976,607
1214,Svalöv,Miljöpartiet,1976,NA
1214,Svalöv,Moderaterna,1976,1114
1214,Svalöv,ogiltiga valsedlar,1976,23
1214,Svalöv,Socialdemokraterna,1976,3422
1214,Svalöv,Sverigedemokraterna,1976,NA
1214,Svalöv,Vänsterpartiet,1976,105
1214,Svalöv,övriga partier,1976,3
1229,Bara,Centerpartiet,1976,NA
1229,Bara,ej röstande,1976,NA
1229,Bara,Kristdemokraterna,1976,NA
1229,Bara,Liberalerna,1976,NA
1229,Bara,Miljöpartiet,1976,NA
1229,Bara,Moderaterna,1976,NA
1229,Bara,ogiltiga valsedlar,1976,NA
1229,Bara,Socialdemokraterna,1976,NA
1229,Bara,Sverigedemokraterna,1976,NA
1229,Bara,Vänsterpartiet,1976,NA
1229,Bara,övriga partier,1976,NA
1230,Staffanstorp,Centerpartiet,1976,2406
1230,Staffanstorp,ej röstande,1976,427
1230,Staffanstorp,Kristdemokraterna,1976,38
1230,Staffanstorp,Liberalerna,1976,1363
1230,Staffanstorp,Miljöpartiet,1976,NA
1230,Staffanstorp,Moderaterna,1976,2151
1230,Staffanstorp,ogiltiga valsedlar,1976,37
1230,Staffanstorp,Socialdemokraterna,1976,3594
1230,Staffanstorp,Sverigedemokraterna,1976,NA
1230,Staffanstorp,Vänsterpartiet,1976,155
1230,Staffanstorp,övriga partier,1976,5
1231,Burlöv,Centerpartiet,1976,1452
1231,Burlöv,ej röstande,1976,532
1231,Burlöv,Kristdemokraterna,1976,19
1231,Burlöv,Liberalerna,1976,1018
1231,Burlöv,Miljöpartiet,1976,NA
1231,Burlöv,Moderaterna,1976,1449
1231,Burlöv,ogiltiga valsedlar,1976,38
1231,Burlöv,Socialdemokraterna,1976,4745
1231,Burlöv,Sverigedemokraterna,1976,NA
1231,Burlöv,Vänsterpartiet,1976,272
1231,Burlöv,övriga partier,1976,7
1233,Vellinge,Centerpartiet,1976,2791
1233,Vellinge,ej röstande,1976,593
1233,Vellinge,Kristdemokraterna,1976,48
1233,Vellinge,Liberalerna,1976,2075
1233,Vellinge,Miljöpartiet,1976,NA
1233,Vellinge,Moderaterna,1976,4684
1233,Vellinge,ogiltiga valsedlar,1976,53
1233,Vellinge,Socialdemokraterna,1976,4094
1233,Vellinge,Sverigedemokraterna,1976,NA
1233,Vellinge,Vänsterpartiet,1976,145
1233,Vellinge,övriga partier,1976,10
1256,Östra Göinge,Centerpartiet,1976,2335
1256,Östra Göinge,ej röstande,1976,823
1256,Östra Göinge,Kristdemokraterna,1976,190
1256,Östra Göinge,Liberalerna,1976,765
1256,Östra Göinge,Miljöpartiet,1976,NA
1256,Östra Göinge,Moderaterna,1976,1080
1256,Östra Göinge,ogiltiga valsedlar,1976,25
1256,Östra Göinge,Socialdemokraterna,1976,4957
1256,Östra Göinge,Sverigedemokraterna,1976,NA
1256,Östra Göinge,Vänsterpartiet,1976,240
1256,Östra Göinge,övriga partier,1976,16
1257,Örkelljunga,Centerpartiet,1976,2132
1257,Örkelljunga,ej röstande,1976,510
1257,Örkelljunga,Kristdemokraterna,1976,203
1257,Örkelljunga,Liberalerna,1976,587
1257,Örkelljunga,Miljöpartiet,1976,NA
1257,Örkelljunga,Moderaterna,1976,1490
1257,Örkelljunga,ogiltiga valsedlar,1976,16
1257,Örkelljunga,Socialdemokraterna,1976,1415
1257,Örkelljunga,Sverigedemokraterna,1976,NA
1257,Örkelljunga,Vänsterpartiet,1976,52
1257,Örkelljunga,övriga partier,1976,4
1260,Bjuv,Centerpartiet,1976,1854
1260,Bjuv,ej röstande,1976,585
1260,Bjuv,Kristdemokraterna,1976,62
1260,Bjuv,Liberalerna,1976,779
1260,Bjuv,Miljöpartiet,1976,NA
1260,Bjuv,Moderaterna,1976,832
1260,Bjuv,ogiltiga valsedlar,1976,15
1260,Bjuv,Socialdemokraterna,1976,4950
1260,Bjuv,Sverigedemokraterna,1976,NA
1260,Bjuv,Vänsterpartiet,1976,174
1260,Bjuv,övriga partier,1976,2
1261,Kävlinge,Centerpartiet,1976,2981
1261,Kävlinge,ej röstande,1976,663
1261,Kävlinge,Kristdemokraterna,1976,25
1261,Kävlinge,Liberalerna,1976,1314
1261,Kävlinge,Miljöpartiet,1976,NA
1261,Kävlinge,Moderaterna,1976,1902
1261,Kävlinge,ogiltiga valsedlar,1976,37
1261,Kävlinge,Socialdemokraterna,1976,6037
1261,Kävlinge,Sverigedemokraterna,1976,NA
1261,Kävlinge,Vänsterpartiet,1976,194
1261,Kävlinge,övriga partier,1976,17
1262,Lomma,Centerpartiet,1976,2181
1262,Lomma,ej röstande,1976,406
1262,Lomma,Kristdemokraterna,1976,24
1262,Lomma,Liberalerna,1976,1283
1262,Lomma,Miljöpartiet,1976,NA
1262,Lomma,Moderaterna,1976,2441
1262,Lomma,ogiltiga valsedlar,1976,40
1262,Lomma,Socialdemokraterna,1976,3638
1262,Lomma,Sverigedemokraterna,1976,NA
1262,Lomma,Vänsterpartiet,1976,168
1262,Lomma,övriga partier,1976,3
1263,Svedala,Centerpartiet,1976,2126
1263,Svedala,ej röstande,1976,431
1263,Svedala,Kristdemokraterna,1976,75
1263,Svedala,Liberalerna,1976,910
1263,Svedala,Miljöpartiet,1976,NA
1263,Svedala,Moderaterna,1976,1290
1263,Svedala,ogiltiga valsedlar,1976,19
1263,Svedala,Socialdemokraterna,1976,4125
1263,Svedala,Sverigedemokraterna,1976,NA
1263,Svedala,Vänsterpartiet,1976,105
1263,Svedala,övriga partier,1976,10
1264,Skurup,Centerpartiet,1976,3065
1264,Skurup,ej röstande,1976,585
1264,Skurup,Kristdemokraterna,1976,55
1264,Skurup,Liberalerna,1976,721
1264,Skurup,Miljöpartiet,1976,NA
1264,Skurup,Moderaterna,1976,1049
1264,Skurup,ogiltiga valsedlar,1976,22
1264,Skurup,Socialdemokraterna,1976,3067
1264,Skurup,Sverigedemokraterna,1976,NA
1264,Skurup,Vänsterpartiet,1976,68
1264,Skurup,övriga partier,1976,8
1265,Sjöbo,Centerpartiet,1976,4297
1265,Sjöbo,ej röstande,1976,907
1265,Sjöbo,Kristdemokraterna,1976,57
1265,Sjöbo,Liberalerna,1976,878
1265,Sjöbo,Miljöpartiet,1976,NA
1265,Sjöbo,Moderaterna,1976,1364
1265,Sjöbo,ogiltiga valsedlar,1976,21
1265,Sjöbo,Socialdemokraterna,1976,3026
1265,Sjöbo,Sverigedemokraterna,1976,NA
1265,Sjöbo,Vänsterpartiet,1976,87
1265,Sjöbo,övriga partier,1976,5
1266,Hörby,Centerpartiet,1976,3694
1266,Hörby,ej röstande,1976,765
1266,Hörby,Kristdemokraterna,1976,154
1266,Hörby,Liberalerna,1976,1155
1266,Hörby,Miljöpartiet,1976,NA
1266,Hörby,Moderaterna,1976,1122
1266,Hörby,ogiltiga valsedlar,1976,18
1266,Hörby,Socialdemokraterna,1976,2049
1266,Hörby,Sverigedemokraterna,1976,NA
1266,Hörby,Vänsterpartiet,1976,87
1266,Hörby,övriga partier,1976,1
1267,Höör,Centerpartiet,1976,2586
1267,Höör,ej röstande,1976,625
1267,Höör,Kristdemokraterna,1976,79
1267,Höör,Liberalerna,1976,876
1267,Höör,Miljöpartiet,1976,NA
1267,Höör,Moderaterna,1976,1327
1267,Höör,ogiltiga valsedlar,1976,20
1267,Höör,Socialdemokraterna,1976,1941
1267,Höör,Sverigedemokraterna,1976,NA
1267,Höör,Vänsterpartiet,1976,98
1267,Höör,övriga partier,1976,6
1270,Tomelilla,Centerpartiet,1976,3261
1270,Tomelilla,ej röstande,1976,1026
1270,Tomelilla,Kristdemokraterna,1976,79
1270,Tomelilla,Liberalerna,1976,910
1270,Tomelilla,Miljöpartiet,1976,NA
1270,Tomelilla,Moderaterna,1976,1522
1270,Tomelilla,ogiltiga valsedlar,1976,22
1270,Tomelilla,Socialdemokraterna,1976,2810
1270,Tomelilla,Sverigedemokraterna,1976,NA
1270,Tomelilla,Vänsterpartiet,1976,81
1270,Tomelilla,övriga partier,1976,37
1272,Bromölla,Centerpartiet,1976,1181
1272,Bromölla,ej röstande,1976,543
1272,Bromölla,Kristdemokraterna,1976,85
1272,Bromölla,Liberalerna,1976,573
1272,Bromölla,Miljöpartiet,1976,NA
1272,Bromölla,Moderaterna,1976,620
1272,Bromölla,ogiltiga valsedlar,1976,24
1272,Bromölla,Socialdemokraterna,1976,4456
1272,Bromölla,Sverigedemokraterna,1976,NA
1272,Bromölla,Vänsterpartiet,1976,326
1272,Bromölla,övriga partier,1976,31
1273,Osby,Centerpartiet,1976,3207
1273,Osby,ej röstande,1976,826
1273,Osby,Kristdemokraterna,1976,185
1273,Osby,Liberalerna,1976,795
1273,Osby,Miljöpartiet,1976,NA
1273,Osby,Moderaterna,1976,1004
1273,Osby,ogiltiga valsedlar,1976,19
1273,Osby,Socialdemokraterna,1976,3869
1273,Osby,Sverigedemokraterna,1976,NA
1273,Osby,Vänsterpartiet,1976,267
1273,Osby,övriga partier,1976,20
1275,Perstorp,Centerpartiet,1976,1325
1275,Perstorp,ej röstande,1976,411
1275,Perstorp,Kristdemokraterna,1976,75
1275,Perstorp,Liberalerna,1976,439
1275,Perstorp,Miljöpartiet,1976,NA
1275,Perstorp,Moderaterna,1976,682
1275,Perstorp,ogiltiga valsedlar,1976,15
1275,Perstorp,Socialdemokraterna,1976,1950
1275,Perstorp,Sverigedemokraterna,1976,NA
1275,Perstorp,Vänsterpartiet,1976,87
1275,Perstorp,övriga partier,1976,6
1276,Klippan,Centerpartiet,1976,3474
1276,Klippan,ej röstande,1976,983
1276,Klippan,Kristdemokraterna,1976,102
1276,Klippan,Liberalerna,1976,945
1276,Klippan,Miljöpartiet,1976,NA
1276,Klippan,Moderaterna,1976,1793
1276,Klippan,ogiltiga valsedlar,1976,29
1276,Klippan,Socialdemokraterna,1976,4253
1276,Klippan,Sverigedemokraterna,1976,NA
1276,Klippan,Vänsterpartiet,1976,140
1276,Klippan,övriga partier,1976,2
1277,Åstorp,Centerpartiet,1976,1896
1277,Åstorp,ej röstande,1976,591
1277,Åstorp,Kristdemokraterna,1976,60
1277,Åstorp,Liberalerna,1976,647
1277,Åstorp,Miljöpartiet,1976,NA
1277,Åstorp,Moderaterna,1976,1097
1277,Åstorp,ogiltiga valsedlar,1976,14
1277,Åstorp,Socialdemokraterna,1976,3478
1277,Åstorp,Sverigedemokraterna,1976,NA
1277,Åstorp,Vänsterpartiet,1976,99
1277,Åstorp,övriga partier,1976,5
1278,Båstad,Centerpartiet,1976,3602
1278,Båstad,ej röstande,1976,642
1278,Båstad,Kristdemokraterna,1976,64
1278,Båstad,Liberalerna,1976,763
1278,Båstad,Miljöpartiet,1976,NA
1278,Båstad,Moderaterna,1976,1823
1278,Båstad,ogiltiga valsedlar,1976,16
1278,Båstad,Socialdemokraterna,1976,1472
1278,Båstad,Sverigedemokraterna,1976,NA
1278,Båstad,Vänsterpartiet,1976,54
1278,Båstad,övriga partier,1976,71
1280,Malmö,Centerpartiet,1976,22869
1280,Malmö,ej röstande,1976,15397
1280,Malmö,Kristdemokraterna,1976,906
1280,Malmö,Liberalerna,1976,19277
1280,Malmö,Miljöpartiet,1976,NA
1280,Malmö,Moderaterna,1976,37533
1280,Malmö,ogiltiga valsedlar,1976,866
1280,Malmö,Socialdemokraterna,1976,78516
1280,Malmö,Sverigedemokraterna,1976,NA
1280,Malmö,Vänsterpartiet,1976,5328
1280,Malmö,övriga partier,1976,664
1281,Lund,Centerpartiet,1976,10109
1281,Lund,ej röstande,1976,3603
1281,Lund,Kristdemokraterna,1976,279
1281,Lund,Liberalerna,1976,7103
1281,Lund,Miljöpartiet,1976,NA
1281,Lund,Moderaterna,1976,10332
1281,Lund,ogiltiga valsedlar,1976,318
1281,Lund,Socialdemokraterna,1976,18943
1281,Lund,Sverigedemokraterna,1976,NA
1281,Lund,Vänsterpartiet,1976,3882
1281,Lund,övriga partier,1976,286
1282,Landskrona,Centerpartiet,1976,3847
1282,Landskrona,ej röstande,1976,2100
1282,Landskrona,Kristdemokraterna,1976,189
1282,Landskrona,Liberalerna,1976,2348
1282,Landskrona,Miljöpartiet,1976,NA
1282,Landskrona,Moderaterna,1976,4115
1282,Landskrona,ogiltiga valsedlar,1976,71
1282,Landskrona,Socialdemokraterna,1976,13776
1282,Landskrona,Sverigedemokraterna,1976,NA
1282,Landskrona,Vänsterpartiet,1976,560
1282,Landskrona,övriga partier,1976,64
1283,Helsingborg,Centerpartiet,1976,12704
1283,Helsingborg,ej röstande,1976,6200
1283,Helsingborg,Kristdemokraterna,1976,503
1283,Helsingborg,Liberalerna,1976,7616
1283,Helsingborg,Miljöpartiet,1976,NA
1283,Helsingborg,Moderaterna,1976,14645
1283,Helsingborg,ogiltiga valsedlar,1976,288
1283,Helsingborg,Socialdemokraterna,1976,30488
1283,Helsingborg,Sverigedemokraterna,1976,NA
1283,Helsingborg,Vänsterpartiet,1976,1966
1283,Helsingborg,övriga partier,1976,179
1284,Höganäs,Centerpartiet,1976,3062
1284,Höganäs,ej röstande,1976,830
1284,Höganäs,Kristdemokraterna,1976,139
1284,Höganäs,Liberalerna,1976,1596
1284,Höganäs,Miljöpartiet,1976,NA
1284,Höganäs,Moderaterna,1976,3696
1284,Höganäs,ogiltiga valsedlar,1976,60
1284,Höganäs,Socialdemokraterna,1976,5660
1284,Höganäs,Sverigedemokraterna,1976,NA
1284,Höganäs,Vänsterpartiet,1976,203
1284,Höganäs,övriga partier,1976,10
1285,Eslöv,Centerpartiet,1976,5549
1285,Eslöv,ej röstande,1976,1518
1285,Eslöv,Kristdemokraterna,1976,96
1285,Eslöv,Liberalerna,1976,1460
1285,Eslöv,Miljöpartiet,1976,NA
1285,Eslöv,Moderaterna,1976,2487
1285,Eslöv,ogiltiga valsedlar,1976,49
1285,Eslöv,Socialdemokraterna,1976,7531
1285,Eslöv,Sverigedemokraterna,1976,NA
1285,Eslöv,Vänsterpartiet,1976,290
1285,Eslöv,övriga partier,1976,5
1286,Ystad,Centerpartiet,1976,4107
1286,Ystad,ej röstande,1976,1385
1286,Ystad,Kristdemokraterna,1976,85
1286,Ystad,Liberalerna,1976,1849
1286,Ystad,Miljöpartiet,1976,NA
1286,Ystad,Moderaterna,1976,2776
1286,Ystad,ogiltiga valsedlar,1976,53
1286,Ystad,Socialdemokraterna,1976,7857
1286,Ystad,Sverigedemokraterna,1976,NA
1286,Ystad,Vänsterpartiet,1976,175
1286,Ystad,övriga partier,1976,21
1287,Trelleborg,Centerpartiet,1976,4831
1287,Trelleborg,ej röstande,1976,1800
1287,Trelleborg,Kristdemokraterna,1976,185
1287,Trelleborg,Liberalerna,1976,2224
1287,Trelleborg,Miljöpartiet,1976,NA
1287,Trelleborg,Moderaterna,1976,3148
1287,Trelleborg,ogiltiga valsedlar,1976,67
1287,Trelleborg,Socialdemokraterna,1976,12035
1287,Trelleborg,Sverigedemokraterna,1976,NA
1287,Trelleborg,Vänsterpartiet,1976,338
1287,Trelleborg,övriga partier,1976,18
1290,Kristianstad,Centerpartiet,1976,10870
1290,Kristianstad,ej röstande,1976,4181
1290,Kristianstad,Kristdemokraterna,1976,577
1290,Kristianstad,Liberalerna,1976,5676
1290,Kristianstad,Miljöpartiet,1976,NA
1290,Kristianstad,Moderaterna,1976,7728
1290,Kristianstad,ogiltiga valsedlar,1976,112
1290,Kristianstad,Socialdemokraterna,1976,20302
1290,Kristianstad,Sverigedemokraterna,1976,NA
1290,Kristianstad,Vänsterpartiet,1976,929
1290,Kristianstad,övriga partier,1976,95
1291,Simrishamn,Centerpartiet,1976,4174
1291,Simrishamn,ej röstande,1976,1589
1291,Simrishamn,Kristdemokraterna,1976,110
1291,Simrishamn,Liberalerna,1976,1602
1291,Simrishamn,Miljöpartiet,1976,NA
1291,Simrishamn,Moderaterna,1976,2465
1291,Simrishamn,ogiltiga valsedlar,1976,27
1291,Simrishamn,Socialdemokraterna,1976,5252
1291,Simrishamn,Sverigedemokraterna,1976,NA
1291,Simrishamn,Vänsterpartiet,1976,190
1291,Simrishamn,övriga partier,1976,119
1292,Ängelholm,Centerpartiet,1976,6417
1292,Ängelholm,ej röstande,1976,1761
1292,Ängelholm,Kristdemokraterna,1976,172
1292,Ängelholm,Liberalerna,1976,1831
1292,Ängelholm,Miljöpartiet,1976,NA
1292,Ängelholm,Moderaterna,1976,4505
1292,Ängelholm,ogiltiga valsedlar,1976,53
1292,Ängelholm,Socialdemokraterna,1976,6176
1292,Ängelholm,Sverigedemokraterna,1976,NA
1292,Ängelholm,Vänsterpartiet,1976,242
1292,Ängelholm,övriga partier,1976,15
1293,Hässleholm,Centerpartiet,1976,11167
1293,Hässleholm,ej röstande,1976,3014
1293,Hässleholm,Kristdemokraterna,1976,624
1293,Hässleholm,Liberalerna,1976,3651
1293,Hässleholm,Miljöpartiet,1976,NA
1293,Hässleholm,Moderaterna,1976,5009
1293,Hässleholm,ogiltiga valsedlar,1976,74
1293,Hässleholm,Socialdemokraterna,1976,11206
1293,Hässleholm,Sverigedemokraterna,1976,NA
1293,Hässleholm,Vänsterpartiet,1976,587
1293,Hässleholm,övriga partier,1976,75
1315,Hylte,Centerpartiet,1976,3325
1315,Hylte,ej röstande,1976,474
1315,Hylte,Kristdemokraterna,1976,56
1315,Hylte,Liberalerna,1976,496
1315,Hylte,Miljöpartiet,1976,NA
1315,Hylte,Moderaterna,1976,891
1315,Hylte,ogiltiga valsedlar,1976,19
1315,Hylte,Socialdemokraterna,1976,2675
1315,Hylte,Sverigedemokraterna,1976,NA
1315,Hylte,Vänsterpartiet,1976,99
1315,Hylte,övriga partier,1976,18
1380,Halmstad,Centerpartiet,1976,12467
1380,Halmstad,ej röstande,1976,4285
1380,Halmstad,Kristdemokraterna,1976,422
1380,Halmstad,Liberalerna,1976,5361
1380,Halmstad,Miljöpartiet,1976,NA
1380,Halmstad,Moderaterna,1976,8262
1380,Halmstad,ogiltiga valsedlar,1976,161
1380,Halmstad,Socialdemokraterna,1976,20814
1380,Halmstad,Sverigedemokraterna,1976,NA
1380,Halmstad,Vänsterpartiet,1976,1750
1380,Halmstad,övriga partier,1976,91
1381,Laholm,Centerpartiet,1976,7045
1381,Laholm,ej röstande,1976,1114
1381,Laholm,Kristdemokraterna,1976,66
1381,Laholm,Liberalerna,1976,990
1381,Laholm,Miljöpartiet,1976,NA
1381,Laholm,Moderaterna,1976,1819
1381,Laholm,ogiltiga valsedlar,1976,27
1381,Laholm,Socialdemokraterna,1976,3698
1381,Laholm,Sverigedemokraterna,1976,NA
1381,Laholm,Vänsterpartiet,1976,161
1381,Laholm,övriga partier,1976,13
1382,Falkenberg,Centerpartiet,1976,9578
1382,Falkenberg,ej röstande,1976,1650
1382,Falkenberg,Kristdemokraterna,1976,169
1382,Falkenberg,Liberalerna,1976,1669
1382,Falkenberg,Miljöpartiet,1976,NA
1382,Falkenberg,Moderaterna,1976,3186
1382,Falkenberg,ogiltiga valsedlar,1976,96
1382,Falkenberg,Socialdemokraterna,1976,7738
1382,Falkenberg,Sverigedemokraterna,1976,NA
1382,Falkenberg,Vänsterpartiet,1976,294
1382,Falkenberg,övriga partier,1976,19
1383,Varberg,Centerpartiet,1976,10809
1383,Varberg,ej röstande,1976,2246
1383,Varberg,Kristdemokraterna,1976,243
1383,Varberg,Liberalerna,1976,2707
1383,Varberg,Miljöpartiet,1976,NA
1383,Varberg,Moderaterna,1976,3820
1383,Varberg,ogiltiga valsedlar,1976,91
1383,Varberg,Socialdemokraterna,1976,10336
1383,Varberg,Sverigedemokraterna,1976,NA
1383,Varberg,Vänsterpartiet,1976,608
1383,Varberg,övriga partier,1976,119
1384,Kungsbacka,Centerpartiet,1976,8169
1384,Kungsbacka,ej röstande,1976,1665
1384,Kungsbacka,Kristdemokraterna,1976,117
1384,Kungsbacka,Liberalerna,1976,3861
1384,Kungsbacka,Miljöpartiet,1976,NA
1384,Kungsbacka,Moderaterna,1976,5347
1384,Kungsbacka,ogiltiga valsedlar,1976,61
1384,Kungsbacka,Socialdemokraterna,1976,6501
1384,Kungsbacka,Sverigedemokraterna,1976,NA
1384,Kungsbacka,Vänsterpartiet,1976,536
1384,Kungsbacka,övriga partier,1976,26
1401,Härryda,Centerpartiet,1976,3265
1401,Härryda,ej röstande,1976,901
1401,Härryda,Kristdemokraterna,1976,74
1401,Härryda,Liberalerna,1976,2298
1401,Härryda,Miljöpartiet,1976,NA
1401,Härryda,Moderaterna,1976,2104
1401,Härryda,ogiltiga valsedlar,1976,41
1401,Härryda,Socialdemokraterna,1976,4315
1401,Härryda,Sverigedemokraterna,1976,NA
1401,Härryda,Vänsterpartiet,1976,546
1401,Härryda,övriga partier,1976,22
1402,Partille,Centerpartiet,1976,3260
1402,Partille,ej röstande,1976,1264
1402,Partille,Kristdemokraterna,1976,177
1402,Partille,Liberalerna,1976,3380
1402,Partille,Miljöpartiet,1976,NA
1402,Partille,Moderaterna,1976,3157
1402,Partille,ogiltiga valsedlar,1976,69
1402,Partille,Socialdemokraterna,1976,6109
1402,Partille,Sverigedemokraterna,1976,NA
1402,Partille,Vänsterpartiet,1976,981
1402,Partille,övriga partier,1976,14
1407,Öckerö,Centerpartiet,1976,1191
1407,Öckerö,ej röstande,1976,549
1407,Öckerö,Kristdemokraterna,1976,361
1407,Öckerö,Liberalerna,1976,1405
1407,Öckerö,Miljöpartiet,1976,NA
1407,Öckerö,Moderaterna,1976,1394
1407,Öckerö,ogiltiga valsedlar,1976,15
1407,Öckerö,Socialdemokraterna,1976,1445
1407,Öckerö,Sverigedemokraterna,1976,NA
1407,Öckerö,Vänsterpartiet,1976,104
1407,Öckerö,övriga partier,1976,3
1415,Stenungsund,Centerpartiet,1976,2588
1415,Stenungsund,ej röstande,1976,776
1415,Stenungsund,Kristdemokraterna,1976,33
1415,Stenungsund,Liberalerna,1976,1446
1415,Stenungsund,Miljöpartiet,1976,NA
1415,Stenungsund,Moderaterna,1976,1385
1415,Stenungsund,ogiltiga valsedlar,1976,38
1415,Stenungsund,Socialdemokraterna,1976,3143
1415,Stenungsund,Sverigedemokraterna,1976,NA
1415,Stenungsund,Vänsterpartiet,1976,267
1415,Stenungsund,övriga partier,1976,3
1419,Tjörn,Centerpartiet,1976,1862
1419,Tjörn,ej röstande,1976,787
1419,Tjörn,Kristdemokraterna,1976,240
1419,Tjörn,Liberalerna,1976,1864
1419,Tjörn,Miljöpartiet,1976,NA
1419,Tjörn,Moderaterna,1976,1323
1419,Tjörn,ogiltiga valsedlar,1976,10
1419,Tjörn,Socialdemokraterna,1976,1471
1419,Tjörn,Sverigedemokraterna,1976,NA
1419,Tjörn,Vänsterpartiet,1976,99
1419,Tjörn,övriga partier,1976,2
1421,Orust,Centerpartiet,1976,2718
1421,Orust,ej röstande,1976,880
1421,Orust,Kristdemokraterna,1976,12
1421,Orust,Liberalerna,1976,1080
1421,Orust,Miljöpartiet,1976,NA
1421,Orust,Moderaterna,1976,1003
1421,Orust,ogiltiga valsedlar,1976,22
1421,Orust,Socialdemokraterna,1976,2085
1421,Orust,Sverigedemokraterna,1976,NA
1421,Orust,Vänsterpartiet,1976,117
1421,Orust,övriga partier,1976,4
1427,Sotenäs,Centerpartiet,1976,1358
1427,Sotenäs,ej röstande,1976,634
1427,Sotenäs,Kristdemokraterna,1976,77
1427,Sotenäs,Liberalerna,1976,1081
1427,Sotenäs,Miljöpartiet,1976,NA
1427,Sotenäs,Moderaterna,1976,960
1427,Sotenäs,ogiltiga valsedlar,1976,21
1427,Sotenäs,Socialdemokraterna,1976,2911
1427,Sotenäs,Sverigedemokraterna,1976,NA
1427,Sotenäs,Vänsterpartiet,1976,133
1427,Sotenäs,övriga partier,1976,2
1430,Munkedal,Centerpartiet,1976,2581
1430,Munkedal,ej röstande,1976,633
1430,Munkedal,Kristdemokraterna,1976,78
1430,Munkedal,Liberalerna,1976,697
1430,Munkedal,Miljöpartiet,1976,NA
1430,Munkedal,Moderaterna,1976,911
1430,Munkedal,ogiltiga valsedlar,1976,10
1430,Munkedal,Socialdemokraterna,1976,2567
1430,Munkedal,Sverigedemokraterna,1976,NA
1430,Munkedal,Vänsterpartiet,1976,147
1430,Munkedal,övriga partier,1976,1
1435,Tanum,Centerpartiet,1976,3110
1435,Tanum,ej röstande,1976,925
1435,Tanum,Kristdemokraterna,1976,34
1435,Tanum,Liberalerna,1976,1142
1435,Tanum,Miljöpartiet,1976,NA
1435,Tanum,Moderaterna,1976,1288
1435,Tanum,ogiltiga valsedlar,1976,9
1435,Tanum,Socialdemokraterna,1976,1870
1435,Tanum,Sverigedemokraterna,1976,NA
1435,Tanum,Vänsterpartiet,1976,100
1435,Tanum,övriga partier,1976,2
1438,Dals-Ed,Centerpartiet,1976,1819
1438,Dals-Ed,ej röstande,1976,370
1438,Dals-Ed,Kristdemokraterna,1976,106
1438,Dals-Ed,Liberalerna,1976,282
1438,Dals-Ed,Miljöpartiet,1976,NA
1438,Dals-Ed,Moderaterna,1976,384
1438,Dals-Ed,ogiltiga valsedlar,1976,3
1438,Dals-Ed,Socialdemokraterna,1976,833
1438,Dals-Ed,Sverigedemokraterna,1976,NA
1438,Dals-Ed,Vänsterpartiet,1976,48
1438,Dals-Ed,övriga partier,1976,1
1439,Färgelanda,Centerpartiet,1976,2216
1439,Färgelanda,ej röstande,1976,406
1439,Färgelanda,Kristdemokraterna,1976,38
1439,Färgelanda,Liberalerna,1976,262
1439,Färgelanda,Miljöpartiet,1976,NA
1439,Färgelanda,Moderaterna,1976,587
1439,Färgelanda,ogiltiga valsedlar,1976,19
1439,Färgelanda,Socialdemokraterna,1976,1487
1439,Färgelanda,Sverigedemokraterna,1976,NA
1439,Färgelanda,Vänsterpartiet,1976,65
1439,Färgelanda,övriga partier,1976,2
1440,Ale,Centerpartiet,1976,3657
1440,Ale,ej röstande,1976,929
1440,Ale,Kristdemokraterna,1976,199
1440,Ale,Liberalerna,1976,1476
1440,Ale,Miljöpartiet,1976,NA
1440,Ale,Moderaterna,1976,1275
1440,Ale,ogiltiga valsedlar,1976,34
1440,Ale,Socialdemokraterna,1976,5728
1440,Ale,Sverigedemokraterna,1976,NA
1440,Ale,Vänsterpartiet,1976,529
1440,Ale,övriga partier,1976,5
1441,Lerum,Centerpartiet,1976,4534
1441,Lerum,ej röstande,1976,948
1441,Lerum,Kristdemokraterna,1976,176
1441,Lerum,Liberalerna,1976,3239
1441,Lerum,Miljöpartiet,1976,NA
1441,Lerum,Moderaterna,1976,3293
1441,Lerum,ogiltiga valsedlar,1976,71
1441,Lerum,Socialdemokraterna,1976,5128
1441,Lerum,Sverigedemokraterna,1976,NA
